step,date,ticker,side,quantity,exec_price,fee,slippage_per_share,order_size_pct,realized_pnl,unrealized_pnl_after,position_shares_after,position_value_after,holding_days,tax_type,cash_after,nav_after
5,2005-01-10,JPST,BUY,3,40.071121056625515,0.02404267263397531,0.02002554775443599,0.06520976549638609,0.0,-0.4764491674676137,17,680.732608795166,0,NA,1383.4090662384701,19843.604247131414
5,2005-01-10,MBB,BUY,2,59.07438285865371,0.023629753143461486,0.029522430214214523,0.0640898241506289,0.0,-0.23666458507236143,10,590.5071640014647,0,NA,1265.2366707680192,19843.533284461257
5,2005-01-10,MGK,BUY,2,42.276469881920036,0.016910587952768015,0.021127671105404033,0.04586576091576901,0.0,-5.122554662470328,13,544.4715538024902,0,NA,1180.6668204162263,19842.728288540617
6,2005-01-11,BIL,BUY,1,73.09547469863803,0.014619094939727606,0.03652947261301165,0.06191033188589929,0.0,-0.6790387733166625,33,2411.4716262817383,0,NA,1107.5567266226485,19828.401710677215
6,2005-01-11,BSV,BUY,2,50.13734845565753,0.020054939382263014,0.025056146154746273,0.08493056226985758,0.0,-0.22005934385259707,44,2205.8232727050786,0,NA,1007.2619747719511,19828.371653040384
6,2005-01-11,DGRO,SELL,7,19.2535575612339,0.026954980585727466,0.009631594577903968,0.09210526315789473,-0.13484232409065555,-7.095942583164327,69,1322.7286891937256,0,NA,1142.0099227200028,19828.929733968784
6,2005-01-11,EFA,BUY,3,28.988890108013344,0.017393334064808006,0.014487201453277976,0.0736589432515612,0.0,-44.01593285332501,64,1845.5872802734375,0,NA,1055.025859061898,19828.457574073494
6,2005-01-11,GLD,BUY,2,42.23110408401489,0.016892441633605957,0.02110499954223144,0.07153771640525469,0.0,-25.82560692787157,39,1646.1899642944336,0,NA,970.5467584522346,19828.398471632776
7,2005-01-12,BNDX,BUY,2,37.210778419691124,0.01488431136787645,0.018596091164262418,0.076680032354201,0.0,-9.803204422423974,41,1515.838710784912,0,NA,896.1103173014844,19868.59757430527
7,2005-01-12,IEFA,BUY,2,33.0451359763878,0.01321805439055512,0.016514310832775436,0.06809591745808527,0.0,-2.4728651618180635,38,1253.242301940918,0,NA,830.0068272943183,19868.454205452887
7,2005-01-12,IJH,BUY,8,9.51908219956959,0.015230531519311346,0.004757162518524538,0.07846366693141098,0.0,-28.207549603244573,120,1141.0908508300781,0,NA,753.8389391662423,19868.359040713483
7,2005-01-12,IJR,BUY,3,19.605912952493163,0.0117635477714959,0.009798057447522268,0.060602684358328315,0.0,-29.407877694257337,51,1003.1643619537351,0,NA,695.0094367609913,19868.539206658454
7,2005-01-12,MUB,BUY,1,61.1268761942569,0.012225375238851382,0.03054816401511573,0.06298189722640267,0.0,0.8003622700985673,1,61.92723846435547,0,NA,633.8703351914955,19869.327343553312
8,2005-01-13,ITOT,BUY,3,18.016401889388348,0.01080984113363301,0.00900369909514609,0.08526855204832468,0.0,-6.66145263495612,52,932.4348983764648,0,NA,579.8103196821969,19842.864398737984
8,2005-01-13,SCHB,BUY,18,3.187648977900063,0.011475536320440228,0.0015930279749625242,0.09051958802405075,0.0,-1.0150846135231468,18,56.362596988677986,0,NA,522.4211625436753,19841.83783858814
8,2005-01-13,VCSH,BUY,1,50.96995614664557,0.010193991229329114,0.02547224195234321,0.08041069808267219,0.0,0.03552557332513118,1,51.0054817199707,0,NA,471.44101240580045,19841.863170170236
9,2005-01-14,DGRO,SELL,6,19.2535575612339,0.02310426907348068,0.009631594577903968,0.08695652173913043,-0.11557913493484762,-6.478904097671776,63,1207.7088031768799,0,NA,586.9392535041304,19863.265261823984
9,2005-01-14,EFA,BUY,2,28.905481990189458,0.011562192796075784,0.014445518235973509,0.12262608143777104,0.0,-36.20378892354761,66,1911.2103881835938,0,NA,529.1167273309554,19863.358201959403
10,2005-01-18,BSV,BUY,1,50.13734845565753,0.010027469691131507,0.025056146154746273,0.09475668763784384,0.0,-0.22506069257651973,45,2255.955619812012,0,NA,478.96935140560674,19899.84778510998
12,2005-01-20,DGRO,SELL,6,19.2535575612339,0.02310426907348068,0.009631594577903968,0.09523809523809523,-0.11557913493484762,-5.861865612179226,57,1092.6889171600342,0,NA,594.4675925039367,19815.271990563782
12,2005-01-20,EFA,BUY,2,28.6181631288045,0.011447265251521802,0.014301930599099677,0.11949893263450051,0.0,-67.39887067432068,68,1937.2516326904297,0,NA,537.2198189810762,19815.0022062377
12,2005-01-20,SCHB,BUY,16,3.187648977900063,0.010200476729280202,0.0015930279749625242,0.1064836058856938,0.0,-1.917382047765944,34,106.4626832008362,0,NA,486.2072348579459,19814.089708326726
13,2005-01-21,BNDX,SELL,4,37.1735862373626,0.02973886898989008,0.018596091164262418,0.0975609756097561,-0.14876872931409935,-8.846794234870416,37,1367.9520072937012,0,NA,634.8718409384064,19829.952890380697
13,2005-01-21,BSV,SELL,4,50.08723616334804,0.04006978893067843,0.025056146154746273,0.08888888888888889,-0.20044916923794176,-0.20505529768082909,41,2055.426231384278,0,NA,835.1807158028679,19829.732376817425
13,2005-01-21,DVY,BUY,2,28.593700678603007,0.011437480271441203,0.014289705486557835,0.11761939612830799,0.0,-0.46051079324116273,2,56.72689056396485,0,NA,777.9818769653905,19829.260428543912
13,2005-01-21,GOVT,BUY,3,19.645457010269165,0.0117872742061615,0.00981781959533734,0.1212165652944815,0.0,-0.6970651912689512,71,1394.1303825378418,0,NA,719.0337186603768,19829.21918781092
13,2005-01-21,IEFA,BUY,2,33.0451359763878,0.01321805439055512,0.016514310832775436,0.13593025198830094,0.0,-2.603015959808488,40,1319.2024230957031,0,NA,652.9302286532107,19829.07581895854
14,2005-01-24,IJH,BUY,6,9.509356126488907,0.01141122735178669,0.004752301912287038,0.08738473768724457,0.0,-38.008313361079146,126,1188.346223831177,0,NA,595.8626806669255,19816.007639639858
14,2005-01-24,ITOT,BUY,3,17.852317168839726,0.010711390301303836,0.008921697735551959,0.08202553528114373,0.0,-17.343243924190173,55,975.31005859375,0,NA,542.295017770105,19815.638707211787
14,2005-01-24,IVW,BUY,5,10.764751484522918,0.01076475148452292,0.005379685899312037,0.08243416380588786,0.0,-0.2768948203807131,5,53.54686260223388,0,NA,488.4604955960059,19815.35104763992
14,2005-01-24,JEPI,SELL,2,31.858772723733555,0.012743509089493423,0.01593735503938376,0.08333333333333333,-0.06374942015753504,-1.682149427660157,22,699.9120941162109,0,NA,552.1652975343835,19815.427477385914
14,2005-01-24,SDY,BUY,2,26.870049862370198,0.01074801994494808,0.013428310775797314,0.0823060372554496,0.0,-0.4228237237638339,2,53.31727600097656,0,NA,498.41444978969815,19814.993905642208
15,2005-01-25,DGRO,SELL,5,19.2535575612339,0.019253557561233904,0.009631594577903968,0.08771929824561403,-0.09631594577903968,-5.347666874268768,52,996.8390121459961,0,NA,594.6629840383064,19803.87031998725
15,2005-01-25,EFA,BUY,2,28.69602515473908,0.011478410061895632,0.014340842156290279,0.11514925045550797,0.0,-55.75124050284163,70,2006.291313171387,0,NA,537.2594553187663,19803.789400215464
15,2005-01-25,SCHB,BUY,16,3.187648977900063,0.010200476729280202,0.0015930279749625242,0.10232926366384651,0.0,-2.819679482008719,50,156.5627694129944,0,NA,486.246871195636,19802.87690230449
16,2005-01-26,BNDX,SELL,3,37.1735862373626,0.02230415174241756,0.018596091164262418,0.08108108108108109,-0.11157654698557451,-8.129486594205247,34,1257.036979675293,0,NA,597.7453257559814,19881.144964408784
16,2005-01-26,BSV,SELL,4,50.08723616334804,0.04006978893067843,0.025056146154746273,0.0975609756097561,-0.20044916923794176,-0.18504990278513844,37,1854.8968429565432,0,NA,798.0542006204429,19880.92445084551
16,2005-01-26,DVY,BUY,2,28.37283414271699,0.011349133657086796,0.014179327407653375,0.11670135407946511,0.0,-0.17210620269858623,4,113.7609634399414,0,NA,741.2971832013518,19881.047915146388
16,2005-01-26,GOVT,BUY,3,19.645457010269165,0.0117872742061615,0.00981781959533734,0.12120668434511139,0.0,-0.7265186500549632,74,1453.0373001098633,0,NA,682.3490248963382,19881.0066744134
16,2005-01-26,MBB,BUY,1,59.07438285865371,0.011814876571730743,0.029522430214214523,0.12149051512330615,0.0,-0.2603310435795976,11,649.5578804016112,0,NA,623.2628271611127,19880.97119307832
17,2005-01-27,IJH,BUY,6,9.546763046791845,0.011456115656150215,0.004770996025381891,0.091904371293339,0.0,-20.53866466734336,132,1263.096450805664,0,NA,565.9707927647055,19886.22510766415
17,2005-01-27,ITOT,BUY,3,17.840233876162156,0.010704140325697293,0.00891565910852421,0.08587180126282652,0.0,-8.252804347842641,58,1037.921199798584,0,NA,512.4393869958933,19886.379281195266
17,2005-01-27,JEPI,SELL,2,31.858772723733555,0.012743509089493423,0.01593735503938376,0.09090909090909091,-0.06374942015753504,-1.5292267524183245,20,636.2837219238281,0,NA,576.1441889342709,19886.45571094126
17,2005-01-27,SDY,BUY,2,26.870049862370198,0.01074801994494808,0.013428310775797314,0.08622381663530311,0.0,-0.8456474475276679,4,106.63455200195312,0,NA,522.3933411895856,19886.02213919755
17,2005-01-27,VCSH,BUY,1,50.96995614664557,0.010193991229329114,0.02547224195234321,0.08177923329521769,0.0,0.07105114665026235,2,102.0109634399414,0,NA,471.4131910517107,19886.047470779646
18,2005-01-28,DGRO,SELL,5,19.2535575612339,0.019253557561233904,0.009631594577903968,0.09615384615384616,-0.09631594577903968,-4.833468136358309,47,900.989107131958,0,NA,567.661725300319,19871.290899055966
18,2005-01-28,IVW,BUY,5,10.851329211730116,0.010851329211730116,0.005422953129299302,0.11509361020977245,0.0,0.09020122454540314,10,108.17060470581056,0,NA,513.3942279124566,19871.108704021008
18,2005-01-28,SCHB,BUY,16,3.187648977900063,0.010200476729280202,0.0015930279749625242,0.10819040411791617,0.0,-3.721976916251509,66,206.66285562515262,0,NA,462.3816437893263,19870.196206110035
19,2005-01-31,BNDX,SELL,3,37.1735862373626,0.02230415174241756,0.018596091164262418,0.08823529411764706,-0.11157654698557451,-7.412178953540078,31,1146.1219520568848,0,NA,573.8800983496717,19907.923298365695
19,2005-01-31,BSV,SELL,3,50.08723616334804,0.03005234169800882,0.025056146154746273,0.08108108108108109,-0.15033687692845632,-0.17004585661337046,34,1704.4998016357424,0,NA,724.1117544980178,19907.75791319324
19,2005-01-31,DVY,BUY,2,28.540894917224882,0.011416357966889954,0.014263315800711496,0.12345167806976738,0.0,0.43289061446296273,6,171.44775009155273,0,NA,667.0185483056011,19907.81395703134
19,2005-01-31,EFA,BUY,2,29.009287394088563,0.011603714957635425,0.01449739499954461,0.12547767751483657,0.0,-23.09861930713228,72,2096.962509155273,0,NA,608.9883698024664,19908.032737115853
19,2005-01-31,GOVT,BUY,3,19.645457010269165,0.0117872742061615,0.00981781959533734,0.1274626097779533,0.0,-0.7559721088409752,77,1511.9442176818848,0,NA,550.0402114974528,19907.99149638286
20,2005-02-01,ITOT,BUY,3,18.04230438112523,0.010825382628675138,0.009016643868626772,0.09840537475618062,0.0,4.679047920158588,61,1104.979965209961,0,NA,495.90247297144845,19944.221279142865
20,2005-02-01,JEPI,SELL,2,31.858772723733555,0.012743509089493423,0.01593735503938376,0.1,-0.06374942015753504,-1.376304077176492,18,572.6553497314453,0,NA,559.6072749098261,19944.297708888862
20,2005-02-01,SDY,BUY,2,26.870049862370198,0.01074801994494808,0.013428310775797314,0.09770212904695835,0.0,-1.2684711712915018,6,159.9518280029297,0,NA,505.8564271651407,19943.864137145152
21,2005-02-02,DGRO,SELL,4,19.2535575612339,0.015402846048987121,0.009631594577903968,0.0851063829787234,-0.07705275662323174,-4.422109146029943,43,824.3091831207275,0,NA,582.8552545640273,19969.388160619477
21,2005-02-02,IVW,BUY,5,10.96676890324616,0.010966768903246162,0.005480644129557177,0.10839803859669035,0.0,2.053136340882924,15,164.9673843383789,0,NA,528.0104432788933,19969.532477447137
21,2005-02-02,SCHB,BUY,16,3.187648977900063,0.010200476729280202,0.0015930279749625242,0.1008238324305226,0.0,-4.6242743504943356,82,256.76294183731085,0,NA,476.99785915576297,19968.619979536164
22,2005-02-03,BNDX,SELL,3,37.1735862373626,0.02230415174241756,0.018596091164262418,0.0967741935483871,-0.11157654698557451,-6.694871312874909,28,1035.2069244384766,0,NA,588.4963137161084,19928.908914710217
22,2005-02-03,BSV,SELL,3,50.08723616334804,0.03005234169800882,0.025056146154746273,0.08823529411764706,-0.15033687692845632,-0.15504181044160248,31,1554.1027603149416,0,NA,738.7279698644545,19928.743529537765
22,2005-02-03,DVY,BUY,2,28.929821329026606,0.011571928531610643,0.01445768182360041,0.12129958562174432,0.0,2.1796513072398227,8,231.0541534423828,0,NA,680.8567552778696,19928.635853311775
22,2005-02-03,EFA,BUY,2,29.176109424864848,0.01167044376994594,0.014580764330265339,0.12233224474635401,0.0,-18.540887900514036,74,2159.872459411621,0,NA,622.49286598437,19928.646895353726
22,2005-02-03,GOVT,BUY,3,19.645457010269165,0.0117872742061615,0.00981781959533734,0.12355688793890772,0.0,-0.7854255676269872,80,1570.8511352539062,0,NA,563.5447076793564,19928.605654620733
23,2005-02-04,ITOT,BUY,3,18.19084640110313,0.010914507840661879,0.009090877761668281,0.0968379943235309,0.0,19.586504444388538,64,1174.4599609375002,0,NA,508.96125396820634,19981.313230839696
24,2005-02-07,DGRO,SELL,4,19.2535575612339,0.015402846048987121,0.009631594577903968,0.09302325581395349,-0.07705275662323174,-4.010750155701576,39,747.6292591094971,0,NA,585.9600813670929,19959.535400180415
24,2005-02-07,IVW,BUY,5,11.08221114665131,0.01108221114665131,0.005538336405122024,0.10887087239202291,0.0,2.7850974228119796,20,221.11040115356448,0,NA,530.5379434226898,19959.390862524404
24,2005-02-07,SCHB,BUY,16,3.187648977900063,0.010200476729280202,0.0015930279749625242,0.10020877473236305,0.0,-5.526571784737176,98,306.86302804946905,0,NA,479.52535929955945,19958.47836461343
25,2005-02-08,BNDX,SELL,2,37.1735862373626,0.01486943449494504,0.018596091164262418,0.07142857142857142,-0.07438436465704967,-6.21666621909813,26,961.2635726928711,0,NA,553.8576623397897,19964.737629552466
25,2005-02-08,BSV,SELL,3,50.08723616334804,0.03005234169800882,0.025056146154746273,0.0967741935483871,-0.15033687692845632,-0.1400377642698345,28,1403.7057189941409,0,NA,704.0893184881359,19964.57224438001
25,2005-02-08,DVY,BUY,2,29.251525813983484,0.011700610325593394,0.014618453680149912,0.12200199737803671,0.0,4.559606728833394,10,291.93716049194336,0,NA,645.5745662498433,19964.44492424011
25,2005-02-08,EFA,BUY,2,29.090845342030818,0.011636338136812328,0.014538153594216396,0.12133183272944599,0.0,-21.02256637754455,76,2215.5724716186523,0,NA,587.3812392276449,19964.556135944717
25,2005-02-08,SDY,BUY,2,26.870049862370198,0.01074801994494808,0.013428310775797314,0.1120693591747438,0.0,-1.6912948950553357,8,213.26910400390625,0,NA,533.6303914829596,19964.122564201007
26,2005-02-09,VCSH,BUY,1,50.96995614664557,0.010193991229329114,0.02547224195234321,0.09551546718506793,0.0,0.10657671997541485,3,153.0164451599121,0,NA,482.6502413450847,19909.377634018576
27,2005-02-10,DGRO,SELL,3,19.2535575612339,0.01155213453674034,0.009631594577903968,0.07692307692307693,-0.05778956746742381,-3.702230912955301,36,690.1193161010742,0,NA,540.3993618942496,19965.12335376513
27,2005-02-10,SCHB,BUY,16,3.187648977900063,0.010200476729280202,0.0015930279749625242,0.10567151795938995,0.0,-6.4288692189799805,114,356.96311426162725,0,NA,489.38677777111934,19964.21085585416
28,2005-02-11,BNDX,SELL,2,37.1735862373626,0.01486943449494504,0.018596091164262418,0.07692307692307693,-0.07438436465704967,-5.738461125321351,24,887.3202209472656,0,NA,563.7190808113496,20028.215215092507
28,2005-02-11,BSV,BUY,1,50.13734845565753,0.010027469691131507,0.025056146154746273,0.10244933196602668,0.0,-0.14503911299375716,29,1453.8380661010744,0,NA,513.5717048860009,20028.200186274094
29,2005-02-14,VCSH,BUY,1,50.96995614664557,0.010193991229329114,0.02547224195234321,0.09924603645747876,0.0,0.1421022933005247,4,204.0219268798828,0,NA,462.59155474812604,20066.66711865575
30,2005-02-15,DGRO,SELL,3,19.2535575612339,0.01155213453674034,0.009631594577903968,0.08333333333333333,-0.05778956746742381,-3.3937116702090258,33,632.6093730926514,0,NA,520.340675297291,20091.926351967366
30,2005-02-15,SCHB,BUY,16,3.187648977900063,0.010200476729280202,0.0015930279749625242,0.11025359871554728,0.0,-7.331166653222785,130,407.06320047378546,0,NA,469.3280911741607,20091.013854056393
31,2005-02-16,BNDX,SELL,2,37.1735862373626,0.01486943449494504,0.018596091164262418,0.08333333333333333,-0.07438436465704967,-5.260256031544571,22,813.3768692016602,0,NA,543.660394214391,20074.84688761115
31,2005-02-16,BSV,SELL,2,50.08723616334804,0.020034894465339216,0.025056146154746273,0.06896551724137931,-0.10022458461897088,-0.13503641554591184,27,1353.5733718872073,0,NA,643.8148316466218,20074.736630829513
31,2005-02-16,DVY,BUY,2,29.414780639281375,0.01176591225571255,0.014700040299487682,0.1253484766517672,0.0,6.248321664870275,12,352.455436706543,0,NA,584.9735044558033,20074.63787642312
31,2005-02-16,ITOT,BUY,3,18.446472448863105,0.011067883469317863,0.009218626910975303,0.11791200737237285,0.0,25.661401367818556,67,1235.8742752075195,0,NA,529.6230192257447,20074.62504530683
32,2005-02-17,VCSH,BUY,1,50.96995614664557,0.010193991229329114,0.02547224195234321,0.09623818130329474,0.0,0.17762786662565588,5,255.02740859985352,0,NA,478.64286908786977,20061.553294750865
33,2005-02-18,DGRO,SELL,3,19.2535575612339,0.01155213453674034,0.009631594577903968,0.09090909090909091,-0.05778956746742381,-3.0851924274627507,30,575.0994300842285,0,NA,536.3919896370347,20072.077744889873
33,2005-02-18,SCHB,BUY,16,3.187648977900063,0.010200476729280202,0.0015930279749625242,0.10655623835699082,0.0,-8.233464087465588,146,457.16328668594366,0,NA,485.37940551390443,20071.1652469789
35,2005-02-23,BNDX,SELL,2,37.1735862373626,0.01486943449494504,0.018596091164262418,0.09090909090909091,-0.07438436465704967,-4.782050937767792,20,739.4335174560547,0,NA,559.7117085541347,20048.757636078702
35,2005-02-23,BSV,SELL,2,50.08723616334804,0.020034894465339216,0.025056146154746273,0.07407407407407407,-0.10022458461897088,-0.12503371809806652,25,1253.30867767334,0,NA,659.8661459863654,20048.647379297065
35,2005-02-23,DVY,BUY,2,28.852994986044084,0.011541197994417635,0.014419287849097628,0.11888841866084303,0.0,0.901981350985146,14,404.81508636474604,0,NA,602.1486148162828,20048.76057475052
35,2005-02-23,EFA,BUY,2,29.869369961938226,0.01194774798477529,0.01492722137028224,0.12307637951928957,0.0,36.07001160019046,78,2332.4037895202637,0,NA,542.3979271444216,20048.81511245097
35,2005-02-23,SDY,BUY,2,26.870049862370198,0.01074801994494808,0.013428310775797314,0.11071771713890924,0.0,-2.114118618819205,10,266.5863800048828,0,NA,488.64707939973624,20048.38154070726
36,2005-02-24,DGRO,SELL,3,19.2535575612339,0.01155213453674034,0.009631594577903968,0.1,-0.05778956746742381,-2.7766731847164756,27,517.5894870758057,0,NA,546.3961999489012,20088.04990602266
36,2005-02-24,ITOT,BUY,3,18.185676825271663,0.010911406095163,0.009088294265502839,0.11164914879432807,0.0,17.137940227941115,70,1281.907844543457,0,NA,491.82825806699105,20088.420871764043
38,2005-02-28,BNDX,SELL,2,37.1735862373626,0.01486943449494504,0.018596091164262418,0.1,-0.07438436465704967,-4.303845843991013,18,665.4901657104492,0,NA,566.1605611072213,20151.179390929763
38,2005-02-28,BSV,SELL,2,50.08723616334804,0.020034894465339216,0.025056146154746273,0.08,-0.10022458461897088,-0.1150310206502212,23,1153.0439834594729,0,NA,666.3149985394521,20151.069134148125
38,2005-02-28,DVY,BUY,2,29.390769151590924,0.01175630766063637,0.014688040555515869,0.11951639081131307,0.0,6.094052972119755,16,468.7886962890625,0,NA,607.5217039286096,20150.874426573417
38,2005-02-28,EFA,BUY,2,30.343893060228254,0.012137557224091303,0.015164364347938886,0.12339223118040187,0.0,61.12479826415779,80,2418.146362304688,0,NA,546.8217802509289,20150.62816195335
38,2005-02-28,SCHB,BUY,17,3.187648977900063,0.010838006524860213,0.0015930279749625242,0.11018080343183523,0.0,-9.19215511134864,163,510.39462828636175,0,NA,492.62090962010296,20149.658632922943
41,2005-03-03,BSV,SELL,2,50.08723616334804,0.020034894465339216,0.025056146154746273,0.08695652173913043,-0.10022458461897088,-0.10502832320237587,21,1052.7792892456057,0,NA,592.7753470523337,20152.804056225537
41,2005-03-03,DVY,BUY,2,29.48680874139928,0.011794723496559712,0.014736036352520188,0.11971399575441805,0.0,9.174600375795755,18,530.8428611755371,0,NA,533.7899348460386,20152.801184149856
41,2005-03-03,SCHB,BUY,16,3.187648977900063,0.010200476729280202,0.0015930279749625242,0.10353272191741268,0.0,-10.094452545591373,179,560.49471449852,0,NA,482.7773507229083,20151.888686238883
44,2005-03-08,BSV,SELL,2,50.08723616334804,0.020034894465339216,0.025056146154746273,0.09523809523809523,-0.10022458461897088,-0.09502562575453055,19,952.5145950317384,0,NA,582.931788155139,20263.82877392441
44,2005-03-08,ITOT,BUY,3,18.762549875851118,0.01125752992551067,0.009376586644602725,0.11659132215558272,0.0,41.370971981613344,73,1362.4285259246826,0,NA,526.6328809976601,20263.520080161095
44,2005-03-08,SCHB,BUY,16,3.187648977900063,0.010200476729280202,0.0015930279749625242,0.10564369593981636,0.0,-10.996749979834178,195,610.5948007106782,0,NA,475.6202968745298,20262.607582250126
47,2005-03-11,BSV,SELL,1,50.08723616334804,0.010017447232669608,0.025056146154746273,0.05263157894736842,-0.05011229230948544,-0.09002427703060789,18,902.3822479248048,0,NA,525.6975155906451,20210.38290391729
47,2005-03-11,IJH,BUY,5,10.051786528222816,0.010051786528222818,0.005023381573323604,0.10567028566985769,0.0,39.9512115523214,137,1373.8452596664429,0,NA,475.42853116300284,20210.254257433677
50,2005-03-16,BSV,SELL,1,50.08723616334804,0.010017447232669608,0.025056146154746273,0.05555555555555555,-0.05011229230948544,-0.08502292830668523,17,852.2499008178712,0,NA,525.5057498791182,20149.666006026502
50,2005-03-16,SCHB,BUY,16,3.187648977900063,0.010200476729280202,0.0015930279749625242,0.1072766573803174,0.0,-11.899047414076888,211,660.6948869228364,0,NA,474.4931657559879,20148.75350811553
